reaction,description,DSM27147_S345,M10_S153,M11_S154,M13_S155,M14_S347,M1_S149,M2_S150,M4_S151,M6_S346,M8_S152,W289_S348,W290_S156,W291_S157,W292_S349,W293_S158,W294_S159,W295_S160,W296_S350,W298_S161
INSTabc,Inositol transport in via ABC transport,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
IPDDI,Isopentenyl-diphosphate D-isomerase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IPDPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IPDPS_syn,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IPDPUDCT,,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
IPMD,3-isopropylmalate dehydrogenase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IPPMIa,3-isopropylmalate dehydratase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IPPMIb,2-isopropylmalate hydratase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IPPS,2-isopropylmalate synthase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IT6PT,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ITCY,ITP:cytidine 5'-phosphotransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
KARA2,Ketol-acid reductoisomerase (2-Acetolactate),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
KAS8,"B-ketoacyl synthetase (palmitate, n-C16:0)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
KG6PDC,3-keto-L-gulonate 6-phosphate decarboxylase,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
Kabc,Potassium ABC transporter,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kabcpp,Potassium ABC transporter (periplasm),1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1
Kt1,Potassium transport via uniport (facilitated diffusion),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kt2r,Potassium reversible transport  via proton symport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ktex,Potassium transport via diffusion (extracellular to periplasm),1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1
L2OA,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LALALGLUtex,L-alanyl-L-glutamate transport via diffusion (extracellular to periplasm),1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
LALALGLUtpp,L-alanyl-L-glutamate transport in via proton symport (periplasm),1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
LALGP,L-alanyl-gamma-L-glutamate peptidase,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
LASP2OA,L-Aspartate 2-oxoglutarate aminotransferase,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0
LCADi,Lactaldehyde dehydrogenase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LCARS,"Lacaldehyde reductase (S-propane-1,2-diol forming)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LCYSTabc,Cysteate transport via ABC system,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
LDGUNPD,Linear diguanylate phosphodiesterase,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LDH_D,D-lactate dehydrogenase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LDH_L,L-lactate dehydrogenase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LEUTA,Leucine transaminase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LEUabc,L-leucine transport via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LEUabcpp,L-leucine transport via ABC system (periplasm),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LEUt2r,L leucine reversible transport via proton symport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LEUt2rpp,L-leucine reversible transport via proton symport (periplasm),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LEUt4rpp,L-leucine transport in via sodium symport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LEUtex,L-leucine transport via diffusion (extracellular to periplasm),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LIPAMPL,Lipoyl-adenylate protein ligase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LIPATPT_2,Lipoate-ATP adenylate transferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LIPOPBt,Lipoate transport via proton symport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LPLIPAL2A120,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C12:0)",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
LPLIPAL2A141,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:1)",1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
LPLIPAL2A161,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:1)",1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
LPLIPAL2E120,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C12:0)",1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
LPLIPAL2E161,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:1)",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
LPLIPAL2G120,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C12:0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LPLIPAL2G161,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:1)",1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
LTHRK,L threonine kinase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LYSGLUGLYtr,Tripeptide transport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LYSabc,L-lysine transport via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
L_LACD2,L-Lactate dehydrogenase (ubiquinone),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
L_LACD3,L-Lactate dehydrogenase (menaquinone),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LacR,Lactate racemase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
M1PD,Mannitol-1-phosphate 5-dehydrogenase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
M4POt,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MACCOAT,2-Methylacetyl-CoA thiolase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAL6PG,Maltose 6  phosphate glucosidase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MALT,Alpha glucosidase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MALTHXabc,Maltohexaose transport via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MALTTRabc,Maltotriose transport via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MALTabc,Maltose transport via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MALTpts,Maltose transport via PEP:Pyr PTS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MALTt2,Maltose transport in via proton symport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MALt10,Malate HNa lactate antiporter,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
MALt2_2pp,Malate transport via proton symport (2 H) (periplasm),0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
MALt2r,L malate reversible transport via proton symport,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1
MALt3r,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MALtex,Malate transport via diffusion (extracellular to periplasm),0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
MAN1PT,Mannose 1 phosphate guanylyltransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAN1PT2,Mannose-1-phosphate guanylyltransferase (GDP),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAN6PI,Mannose-6-phosphate isomerase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MANGLYCptspp,2-O-alpha-mannosyl-D-glycerate transport via PEP:Pyr PTS (periplasm),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MANGLYCtex,2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MANPGH,2-O-alpha-mannosyl-6-phosphate-D-glycerate hydrolase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MANpts,D-mannose transport via PEP:Pyr PTS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MANt2,D mannose transport in via proton symport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MB2CFO,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCPST,3-mercaptopyruvate sulfurtransferase,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
MCTP1App,Murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm),1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1
MCTP1Bpp,Murein crosslinking transpeptidase 1B:(A2pm->A2pm) (periplasm),1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1
MCTP2App,Murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm),1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
MDDCP1pp,"Murein D,D-carboxypeptidase (murein5px4p) (periplasm)",1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1
MDDCP2pp,"Murein D,D-carboxypeptidase (murein5px4px4p) (periplasm)",1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
MDDCP3pp,"Murein D,D-carboxypeptidase (murein5p5p) (periplasm)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MDDCP4pp,"Murein D,D-carboxypeptidase (murein5p4p) (periplasm)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MDDCP5pp,"Murein D,D-carboxypeptidase (murein5p3p) (periplasm)",1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1
MDDEP1pp,"Murein D,D-endopeptidase (murein4px4p) (periplasm)",1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1
MDDEP4pp,"Murein D,D-endopeptidase (murein4px4px4p) (periplasm)",1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
MDH,Malate dehydrogenase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME1,Malic enzyme (NAD),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MECDPDH,"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
MECDPDH3_syn,"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase (FRDX)",1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
MECDPDH4E,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MECDPDH_syn,"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
MECDPS,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MEHLER,Mehler reaction,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEPCT,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
METAT,Methionine adenosyltransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
METB1,Metb1 (rev),1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1
METB2,Metb1 (rev),0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
METDabc,D-methionine transport via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
METGL,Methionine g lyase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
METRR,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
METS,Methionine synthase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
METSR_R1,L methionine R oxide reductase  trdrd,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
METSR_S1,L methionine S oxide reductase  trdrd,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
METSRabc,L methionine R oxide transport via ABC system,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
METSabc,L methionine S oxide transport via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
METabc,L-methionine transport via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
METabcpp,L-methionine transport via ABC system (periplasm),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
METtex,L-methionine transport via diffusion (extracellular to periplasm),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MGSA,Methylglyoxal synthase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MGt5,Magnesium transport in/out via permease (no H+),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MLDCP1Bpp,"Murein L,D-carboxypeptidase (murein4p4p) (periplasm)",1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
MLDCP2Bpp,"Murein L,D-carboxypeptidase (murein4p3p) (periplasm)",1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
MLDEP2pp,"Murein L,D-endopeptidase (murein5px3p) (periplasm)",1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1
MLG,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MLTG1,Maltodextrin glucosidase (maltotriose),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MLTG4,Maltodextrin glucosidase (maltohexaose),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
MLTGY1pp,Murein lytic transglycosylase (murein4p4p) (periplasm),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MLTGY2pp,Murein lytic transglycosylase (murein4p3p) (periplasm),1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1
MLTGY3pp,Murein lytic transglycosylase (murein3p3p) (periplasm),1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
MLTGY4pp,Murein lytic transglycosylase (murein4px4p4p) (periplasm),1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
MLTP2,Maltodextrin phosphorylase (maltohexaose),1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
MMSAD1,Methylmalonate semialdehyde dehydrogenase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MN6PP,Mannose 6-phosphate phosphatase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MNLpts,Mannitol transport via PEP:Pyr PTS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MNabc,Manganese transport via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MOBDabc,Molybdate transport via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MOHMT,3-methyl-2-oxobutanoate hydroxymethyltransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MOTH2,Maltooligosyltrehalose trehalohydrolase (maltotriosyltrehalose),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MOTS2,Maltooligosyltrehalose synthase (maltopentaose),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MPL,Maltose phosphorylase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MPTG,Murein polymerizing transglycosylase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MPTG2,Murein polymerizing transglycosylase 2 (three linked units),1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
MRF,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSADC,,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0
MSO3abc,Methanesulfonate transport via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSULR,Metanesulfonate reductase  NADPH2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
MTAN,Methylthioadenosine nucleosidase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MTHFC,Methenyltetrahydrofolate cyclohydrolase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MTHFD,Methylenetetrahydrofolate dehydrogenase (NADP),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MTHFD2i,Methylenetetrahydrofolate dehydrogenase  NAD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MTHFR2,"5,10-methylenetetrahydrofolate reductase (NADH)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MTHTHFSs,"(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran synthesis (spontaneous)",0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1
MTRI,5-methylthioribose-1-phosphate isomerase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MTRK,5-methylthioribose kinase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MXYLt5,M xylene  transport out via proton antiport  cytosolexternal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MXYLt6,M xylene transport out via proton antiport  periplasmexternal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M_XYLtpp,Passive diffusion,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M_Xylt1,M xylene  outer membrane porin transport,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2Otex,Nitrious oxide transport via diffusion (extracellular to periplasm),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
N2Otpp,Nitrious oxide transport (diffusion),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NACt,Nicotinic acid transport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NADDP,NAD diphosphatase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NADDPp_1,"NAD diphosphatase, peroxisomal",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NADH6,NADH dehydrogenase (ubiquinone-8 & 3.5 protons),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NADHHR,NADH hydratase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NADHNQR,"NADH: quinone oxidoreductas, NQR-type",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NADHXD,NADHX dehydratase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NADHXE,NADHX epimerase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NADK,NAD kinase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NADKd,NAD kinase dTTP,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0
NADPHHR,NADPH hydratase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NADPHXD,NADPHX dehydratase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NADPHXE,NADPHX epimerase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NADS1,NAD synthase (nh3),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NADS2,Nicotinate-mononucleotide adenylyltransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NAMNPP,Nicotinic acid mononucleotide pyrophosphorylase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NARK,"Nitrite transport, extracellular",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NAR_syn_2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NAabc,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NAabcO,Sodium transport out via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NAt3_1,Sodium proton antiporter  HNA is 11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NAt3pp,Sodium transport out via proton antiport (cytoplasm to periplasm),0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
NAt6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NCBMPTSabcpp,Carbamoylputrescine transport via ABC system  periplasm,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NCBMPTStex,Carbamoylputrescine transport via diffusion  extracellular to periplasm,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NDPK4,Nucleoside-diphosphate kinase (ATP:dTDP),0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
NDPK6,Nucleoside-diphosphate kinase (ATP:dUDP),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NH3c,Ammomnium proton dissociation,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1
NH4t4pp,Ammonium transport out via K+ antiport (periplasm),0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0
NH4tex,Ammonia transport via diffusion (extracellular to periplasm),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NH4tpp,Ammonia reversible transport (periplasm),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NHFRBO,NADH:flavorubredoxin oxidoreductase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NI2t4pp,Nickel transport out via antiport (periplasm),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NI2uabcpp,"Nickel transport via ABC system (uptake, periplasm)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NITR,Nitrate reductase (NADH),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NIabc,Nickel transport via ABC system,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1
NIt5,Nickel transport in/out via permease(noH+),1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1
NMNAT,Nicotinamide-nucleotide adenylyltransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NMNDA,Nicotinamide-nucleotide amidase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NNAM,Nicotinamidase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NNATr,Nicotinate-nucleotide adenylyltransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NNDPR,Nicotinate-nucleotide diphosphorylase (carboxylating),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NO2tex,Nitrite transport via diffusion (extracellular to periplasm),0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0
NO3R1,Nitrate reductase (Ubiquinol-8),0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1
NO3R1pp,Nitrate reductase (Ubiquinol-8) (periplasm),1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
NO3R2pp,Nitrate reductase (Menaquinol-8) (periplasm),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO3abc,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NO3abcpp,Nitrate transport via ABC system (periplasm),1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
NO3tex,Nitrate transport via diffusion (extracellular to periplasm),1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
NOR_syn_1,Ferredoxin-Nitrite Reductase,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1
NOX,NADH oxidase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NOt,NO transport (diffusion),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NPHS,Naphthoate synthase,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
NPHSa,Naphthoate synthase a,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPHSb,Naphthoate synthase b,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTD1,5'-nucleotidase (dUMP),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NTD10,5'-nucleotidase (XMP),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NTD2,5'-nucleotidase (UMP),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NTD3,5'-nucleotidase (dCMP),0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1
NTD5,5'-nucleotidase (dTMP),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NTD6,5'-nucleotidase (dAMP),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NTD7,5'-nucleotidase (AMP),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NTD8,5'-nucleotidase (dGMP),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NTD9,5'-nucleotidase (GMP),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NTP1,Nucleoside-triphosphatase (ATP),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NTP10,Nucleoside-triphosphatase (ITP),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
